"CustomerID","Recency","Frequency","Monetary","Cluster"
12532,30.9604166666667,1,349.83,"4"
12534,131.1,1,1089.18,"4"
12535,92.1680555555556,2,716.35,"4"
12536,43.9375,3,12601.83,"4"
12538,29.8152777777778,1,363.95,"4"
12539,22.9722222222222,4,5568.35,"4"
12540,20.0548611111111,17,13400.24,"2"
12541,30.0902777777778,3,981.18,"4"
12544,36.8576388888889,1,372.7,"4"
12545,75.9659722222222,2,1000.39,"4"
12546,47.0284722222222,2,1161.5,"4"
12547,198.008333333333,2,207.8,"1"
12548,166.885416666667,1,95.2,"1"
12550,79.9270833333333,1,964.83,"4"
12551,358.060416666667,1,168,"1"
12552,39.1166666666667,2,437.82,"4"
12553,8.84166666666667,10,3692.28,"4"
12556,50.9888888888889,2,599.56,"4"
12557,16.8270833333333,5,11990.96,"4"
12558,8.08958333333333,1,269.96,"4"
12559,311.125694444444,2,561.71,"1"
12560,5.95555555555556,3,2134.01,"4"
12561,303.049305555556,1,238.85,"1"
12562,8.8125,7,3781.74,"4"
12564,261.913194444444,1,456.9,"1"
12565,289.094444444444,1,145.92,"1"
12566,86.9305555555556,1,351.65,"4"
12567,23.075,10,9401.28,"4"
12569,2.85138888888889,32,4124.69,"2"
12571,40.1048611111111,2,519.61,"4"
12572,9.14583333333333,2,1020.42,"4"
12573,227.873611111111,1,160.54,"1"
12574,316.145833333333,1,218.45,"1"
12576,36.1104166666667,5,1315.83,"4"
12577,35.9763888888889,3,626.6,"4"
12578,21.9722222222222,2,2794.51,"4"
12579,78.8159722222222,1,440.42,"4"
12580,247.101388888889,1,415.7,"1"
12581,40.1625,1,197.71,"4"
12582,239.170138888889,2,511.36,"1"
12583,3.19652777777778,15,7281.38,"2"
12584,4.13541666666667,9,2338.15,"4"
12585,234.965972222222,2,2040.1,"1"
12586,17.8513888888889,1,196.94,"4"
12587,8.00208333333333,1,144,"4"
12588,39.9090277777778,1,214.9,"4"
12589,29.1048611111111,2,646.68,"4"
12590,211.915277777778,2,9864.26,"1"
12591,317.927083333333,1,452.85,"1"
12592,92.9069444444444,2,437.6,"4"
12593,109.004861111111,3,418.1,"4"
12594,38.0208333333333,10,3338.22,"4"
12596,51.9916666666667,2,618.27,"4"
12597,19.9701388888889,4,3811.22,"4"
12598,10.0222222222222,8,3023.08,"4"
12599,29.9694444444444,7,1032.58,"4"
12600,29.0979166666667,10,2599.04,"4"
12601,190.10625,5,577.06,"1"
12602,59.0611111111111,1,153.12,"4"
12603,22.0888888888889,1,739.2,"4"
12604,79.9458333333333,2,254.18,"4"
12607,60.8638888888889,1,1579.51,"4"
12609,78.8444444444444,3,1126.85,"4"
12610,23.1361111111111,5,2099.54,"4"
12611,52.9847222222222,1,1193.32,"4"
12612,74.8854166666667,1,704.04,"4"
12613,57.9104166666667,5,3344.38,"4"
12614,278.102777777778,1,315.6,"1"
12615,2.90833333333333,4,2291.19,"4"
12616,95.8979166666667,2,713.3,"4"
12617,29.9243055555556,1,352.98,"4"
12618,22.0694444444444,1,177.31,"4"
12619,16.9152777777778,9,3641.24,"4"
12620,15.1041666666667,3,1339.41,"4"
12621,2.05902777777778,20,13689.67,"2"
12622,232.840972222222,1,180.1,"1"
12623,276.958333333333,1,305.1,"1"
12624,106.906944444444,2,641.13,"4"
12625,212.122222222222,2,2683.82,"1"
12626,23.8638888888889,9,6620.48,"4"
12627,11.0298611111111,7,4478.53,"4"
12628,4.98263888888889,3,786.46,"4"
12630,10.0847222222222,2,1270.88,"4"
12631,57.95625,1,640.5,"4"
12633,59.0486111111111,4,2163.98,"4"
12635,90.0736111111111,2,1689.18,"4"
12637,67.9611111111111,8,6002.9,"4"
12638,33.9854166666667,1,671.69,"4"
12639,239.001388888889,1,486.1,"1"
12640,24.0402777777778,3,1174.58,"4"
12641,115.975,1,185.9,"4"
12642,25.9076388888889,3,1013.26,"4"
12643,128.995833333333,6,3344.64,"4"
12644,130.095138888889,1,477.91,"4"
12645,34.0083333333333,4,1775.18,"4"
12646,5.10833333333333,2,1346.97,"4"
12647,22.9958333333333,12,3722.82,"4"
12648,155.038194444444,1,318.05,"1"
12649,107.922916666667,3,623.51,"4"
12650,3.84444444444444,1,314.44,"4"
12651,335.002777777778,1,114,"1"
12652,331.909722222222,1,919.98,"1"
12653,149.089583333333,2,2209.85,"1"
12654,11.1111111111111,5,601.98,"4"
12656,17.9638888888889,5,4051.17,"4"
12657,11.8770833333333,4,1643.18,"4"
12658,19.1027777777778,1,686.05,"4"
12659,30.0395833333333,1,91.68,"4"
12660,11.975,1,245.1,"4"
12662,1.03541666666667,11,3849.78,"4"
12664,8.82152777777778,9,4881.88,"4"
12665,325.177777777778,1,63,"1"
12667,58.8263888888889,1,620.13,"4"
12668,12.0791666666667,4,3807.15,"4"
12669,151.122222222222,3,2744.03,"1"
12670,10.89375,5,2996.05,"4"
12672,330.145833333333,1,225.9,"1"
12673,5.95486111111111,2,610.52,"4"
12674,39.0263888888889,4,1970.6,"4"
12676,25.0173611111111,6,1331.39,"4"
12678,42.9902777777778,12,17628.46,"2"
12679,59.0138888888889,4,1113.02,"4"
12680,1,4,862.81,"4"
12681,15.0534722222222,22,13787.54,"2"
12682,4.11805555555556,31,12279.82,"2"
12683,4.84652777777778,15,8476.57,"2"
12684,8.12291666666667,7,2283.63,"4"
12685,28.9611111111111,6,2863.08,"4"
12686,372.124305555556,1,89.14,"1"
12688,114.167361111111,1,4873.81,"4"
12689,26.1798611111111,2,1247.61,"4"
12690,206.153472222222,1,389.01,"1"
12691,28.8340277777778,6,1035.8,"4"
12693,127.790972222222,4,855.91,"4"
12694,70.9888888888889,2,869.67,"4"
12695,7.97777777777778,4,582.1,"4"
12697,29.16875,3,957.59,"4"
12700,8.08541666666667,4,4939.99,"4"
12701,80.0854166666667,2,797.71,"4"
12702,20.0930555555556,1,219,"4"
12703,71.7902777777778,1,283.55,"4"
12704,7.98263888888889,8,2340.84,"4"
12705,15.98125,9,6868.29,"4"
12707,292.175,1,603.42,"1"
12708,30.1236111111111,10,2712.91,"4"
12709,15.8833333333333,15,9706.52,"2"
12710,97.0347222222222,3,1149.02,"4"
12712,29.1881944444444,13,4396.13,"4"
12713,1.02361111111111,1,848.55,"4"
12714,9.87986111111111,5,4708.86,"4"
12715,106.894444444444,1,343.36,"4"
12716,4.16319444444444,2,1053.49,"4"
12717,151.91875,2,1030.98,"1"
12718,71.8416666666667,1,238.25,"4"
12719,5.96180555555556,2,644.95,"4"
12720,3.19930555555556,25,5781.73,"2"
12721,32.0256944444444,6,2656.13,"4"
12722,85.9166666666667,4,997.63,"4"
12723,4.10486111111111,5,725.07,"4"
12724,5.86666666666667,4,1031.41,"4"
12725,371.878472222222,1,427.8,"1"
12726,28.96875,7,2609.1,"4"
12727,11.0444444444444,7,3980.7,"4"
12728,71.8881944444445,4,836.33,"4"
12729,114.048611111111,1,453.01,"4"
12731,24.0354166666667,12,18895.91,"2"
12732,180.053472222222,1,236.26,"1"
12733,234.854861111111,1,383.95,"1"
12734,353.002083333333,1,110.4,"1"
12735,315.967361111111,2,779.57,"1"
12736,333.203472222222,1,234,"1"
12738,372.765972222222,1,155.35,"1"
12739,78.9930555555556,2,1013.04,"4"
12740,64.0875,1,427.6,"4"
12743,134.853472222222,2,540.13,"4"
12744,52.0638888888889,7,21279.29,"2"
12747,2.92777777777778,11,4196.01,"4"
12748,1.02083333333333,209,33053.19,"3"
12749,4.12083333333333,5,4090.88,"4"
12750,129.150694444444,1,275.88,"4"
12752,81.9708333333333,1,4366.78,"4"
12753,23.0819444444444,6,21429.39,"4"
12754,236.159722222222,3,3010.74,"1"
12755,281.005555555556,2,3811.95,"1"
12756,87.1381944444445,1,112.08,"4"
12757,16.0138888888889,13,7834.65,"2"
12758,117.102777777778,2,2791.59,"4"
12759,52.9173611111111,3,1531.44,"4"
12762,8.10208333333333,2,1898.52,"4"
12763,138.943055555556,2,494.08,"4"
12764,317.104861111111,1,1693.88,"1"
12766,4.16944444444444,7,6989.63,"4"
12769,239.100694444444,1,1143.6,"1"
12770,211.136805555556,1,1351.45,"1"
12772,60.1465277777778,1,892.47,"4"
12775,17.8451388888889,5,1386.04,"4"
12778,20.0555555555556,6,822.23,"4"
12779,38.0465277777778,8,3981.36,"4"
12781,64.0923611111111,2,826.74,"4"
12782,5.14861111111111,5,2330.92,"4"
12783,2.87083333333333,6,2225.91,"4"
12784,9.88333333333333,2,532.82,"4"
12785,364.959722222222,1,311.95,"1"
12787,10.1708333333333,3,463.66,"4"
12789,65.9694444444444,1,91.85,"4"
12790,192.941666666667,1,324.92,"1"
12791,374.057638888889,1,192.6,"1"
12792,257.051388888889,1,400.54,"1"
12793,335.026388888889,2,545.48,"1"
12794,53.9138888888889,2,860.41,"4"
12795,19.0993055555556,1,430.48,"4"
12797,366.079861111111,1,254.03,"1"
12798,10.8736111111111,3,6977.04,"4"
12802,187.134722222222,1,427.58,"1"
12808,37.1145833333333,3,483.65,"4"
12809,178.082638888889,1,489.31,"1"
12811,261.130555555556,3,514.85,"1"
12812,45.1222222222222,1,229.64,"4"
12814,102.027083333333,1,125.92,"4"
12815,148.103472222222,2,1063.46,"1"
12816,96.00625,2,572.2,"4"
12817,281.848611111111,1,166.04,"1"
12818,262.030555555556,1,1542.08,"1"
12820,3.90138888888889,4,942.34,"4"
12821,214.874305555556,1,92.72,"1"
12822,71.1152777777778,2,948.88,"4"
12823,75.21875,5,1759.5,"4"
12824,60.0006944444444,1,397.12,"4"
12826,3.10069444444444,7,1474.72,"4"
12827,6.02291666666667,3,430.15,"4"
12828,3.17013888888889,6,1018.71,"4"
12829,337.067361111111,2,293,"1"
12830,38.0388888888889,6,6814.64,"4"
12831,262.991666666667,1,215.05,"1"
12832,32.9722222222222,2,383.03,"4"
12833,145.961111111111,1,417.38,"1"
12834,283.125694444444,1,312.38,"1"
12836,59.9027777777778,4,2610.36,"4"
12837,173.863194444444,1,134.1,"1"
12838,34.0208333333333,2,671.95,"4"
12839,3.01180555555556,14,5591.42,"2"
12840,144.139583333333,4,2726.77,"4"
12841,5.06736111111111,25,3991.58,"2"
12842,70.8868055555556,2,1118.99,"4"
12843,66.0284722222222,8,1702.26,"4"
12844,29.9715277777778,2,325.96,"4"
12845,267.969444444444,4,354.09,"1"
12847,22.9819444444444,1,843.64,"4"
12849,31.9645833333333,2,1010.29,"4"
12851,97.00625,1,131.81,"4"
12852,295.16875,1,311.55,"1"
12853,135.05625,6,1957.1,"4"
12854,79.0243055555556,3,1316.25,"4"
12855,373.134027777778,1,38.1,"1"
12856,8.08194444444444,6,2170.78,"4"
12857,211.104166666667,2,1106.4,"1"
12863,52.9409722222222,1,521.2,"4"
12864,138.990972222222,1,147.12,"4"
12865,26.9298611111111,2,1568.23,"4"
12866,283.94375,1,559.12,"1"
12867,26.8888888888889,7,4009.34,"4"
12868,186.088888888889,6,1607.06,"1"
12871,84.9048611111111,2,380.64,"4"
12872,327.081944444444,2,599.97,"1"
12873,282.911111111111,1,374,"1"
12875,143.888888888889,2,343.23,"4"
12876,58.0166666666667,2,2218.02,"4"
12877,4.09722222222222,12,1535.77,"4"
12878,236.988194444444,2,854.99,"1"
12879,45.0180555555556,3,573.22,"4"
12881,276.045833333333,1,298,"1"
12882,9.85555555555556,2,1463.04,"4"
12883,25.1375,4,703.47,"4"
12884,88.9861111111111,1,309.05,"4"
12885,63.9652777777778,3,1175.22,"4"
12886,68.1118055555555,2,1378.4,"4"
12888,214.866666666667,2,354.12,"1"
12890,24.8083333333333,1,376.72,"4"
12891,186.013194444444,3,331,"1"
12893,31.0111111111111,1,176.55,"4"
12895,42.9576388888889,2,372.8,"4"
12897,205.025694444444,2,216.5,"1"
12901,9.11319444444444,28,17654.54,"2"
12902,265.030555555556,1,138.68,"1"
12904,18.9277777777778,2,496.06,"4"
12906,12.1215277777778,5,2919.81,"4"
12908,176.882638888889,2,750,"1"
12909,40.0048611111111,5,2178.67,"4"
12910,23.9319444444444,8,3075.04,"4"
12912,3.16319444444444,5,1662.3,"4"
12913,5.02708333333333,5,2483.63,"4"
12915,149.052777777778,2,363.65,"1"
12916,139.09375,4,2944.95,"4"
12917,128.838888888889,1,594,"4"
12919,8.96041666666667,6,1335.19,"4"
12920,17.90625,1,162.78,"4"
12921,9.85277777777778,37,16587.09,"2"
12922,161.885416666667,1,405.38,"1"
12923,64.8541666666667,1,172.82,"4"
12924,88.9548611111111,4,933.7,"4"
12925,5.06875,2,694.05,"4"
12928,35.9347222222222,5,2062.7,"4"
12929,312.029166666667,1,117.85,"1"
12930,78.8972222222222,2,415.8,"4"
12931,22.0076388888889,15,42055.96,"2"
12933,24.8416666666667,3,607.53,"4"
12935,2.80902777777778,7,2160.7,"4"
12936,17.8041666666667,4,1063.9,"4"
12937,15.90625,4,1504.27,"4"
12938,26.0618055555556,1,114.14,"4"
12939,64.9284722222222,8,11581.8,"4"
12940,55.0284722222222,2,899.69,"4"
12942,131.924305555556,3,675.6,"4"
12944,36.0736111111111,2,604.51,"4"
12945,288.940972222222,1,462.95,"1"
12947,144.113888888889,6,1603.99,"4"
12948,16.8194444444444,7,2064.95,"4"
12949,31.0590277777778,8,4167.22,"4"
12950,2.98125,3,1843,"4"
12951,9.025,6,1064.07,"4"
12952,6.09375,4,1387.79,"4"
12953,10.1430555555556,1,329.85,"4"
12955,1.84791666666667,11,4757.16,"4"
12956,306.8625,1,108.07,"1"
12957,10.1229166666667,8,4017.54,"4"
12962,7.87152777777778,2,266.39,"4"
12963,8.99652777777778,8,1856.63,"4"
12965,89.8881944444445,1,769.81,"4"
12966,10.0083333333333,1,160.18,"4"
12967,358.736111111111,2,1660.9,"1"
12968,112.879166666667,1,135.95,"4"
12970,7.93055555555556,4,405.47,"4"
12971,4.02083333333333,86,11189.91,"2"
12974,198.136805555556,1,144.8,"1"
12976,212.121527777778,1,738.6,"1"
12977,156.840277777778,1,39.24,"1"
12980,158.136111111111,9,7374.9,"4"
12981,30.0347222222222,2,372.22,"4"
12982,243.040972222222,1,390.54,"1"
12984,19.0090277777778,1,97.5,"4"
12985,1.08611111111111,2,1239.38,"4"
12987,74.0326388888889,2,558.7,"4"
12988,292.929861111111,1,505.82,"1"
12989,3.89027777777778,15,6924.11,"2"
12990,31.9923611111111,3,409.5,"4"
12991,23.8861111111111,2,503.76,"4"
12993,23.8756944444444,4,414.76,"4"
12994,4.87986111111111,3,974.42,"4"
12995,85.8791666666667,1,211.32,"4"
12997,22.8770833333333,4,1226.89,"4"
12999,196.976388888889,3,455.88,"1"
13000,107.088194444444,3,534.85,"4"
13001,4.91597222222222,13,9785.97,"2"
13002,318.897222222222,1,120.95,"1"
13003,106.083333333333,3,149.05,"4"
13004,12.0576388888889,18,5655.91,"2"
13005,174.08125,2,513.7,"1"
13006,56.9590277777778,1,81.57,"4"
13008,323.934722222222,1,229.47,"1"
13011,372.811111111111,1,50.55,"1"
13012,9.98958333333333,8,1646.84,"4"
13013,1.90902777777778,13,4810.94,"4"
13014,11.0159722222222,10,3466.28,"4"
13015,53.9798611111111,5,3339.64,"4"
13016,73.9458333333333,3,789.89,"4"
13017,7.87291666666667,1,204,"4"
13018,16.9736111111111,28,7277.7,"2"
13021,4.84236111111111,9,2616.38,"4"
13023,64.8493055555556,2,689.9,"4"
13026,1.82777777777778,5,975.36,"4"
13027,114.132638888889,6,6912,"4"
13028,23.0694444444444,2,661.32,"4"
13029,31.1506944444444,3,1247.5,"4"
13030,11.9305555555556,2,752.44,"4"
13032,52.8722222222222,2,1010.18,"4"
13033,357.935416666667,1,190.55,"1"
13034,55.0201388888889,2,642.77,"4"
13035,74.1618055555556,2,921.88,"4"
13037,138.877777777778,3,881.07,"4"
13038,80.9256944444444,3,908.46,"4"
13040,9.09166666666667,2,676.99,"4"
13043,273.915277777778,1,516.42,"1"
13044,291.895833333333,1,560.47,"1"
13045,99.9069444444444,1,305.28,"4"
13046,31.1763888888889,2,629.31,"4"
13047,32.0305555555556,10,3237.54,"4"
13048,14.9770833333333,4,1819.41,"4"
13049,64.8881944444445,2,656.68,"4"
13050,15.1472222222222,17,5836.86,"2"
13052,212.943055555556,1,348.15,"1"
13055,78.9333333333333,3,1214.41,"4"
13058,25.0048611111111,3,271.4,"4"
13059,250.090277777778,1,183.4,"1"
13060,254.050694444444,1,307.53,"1"
13061,72.8652777777778,1,248.61,"4"
13062,191.901388888889,1,346.98,"1"
13064,13.0131944444444,4,1105.59,"4"
13065,373.831944444444,1,205.86,"1"
13066,24.9951388888889,2,470.8,"4"
13067,82.9666666666667,1,115.46,"4"
13068,10.9097222222222,2,344,"4"
13069,1.17430555555556,24,4431.44,"2"
13070,192.961805555556,1,228.8,"1"
13072,267.193055555556,1,177.15,"1"
13075,130.104861111111,1,919.61,"4"
13077,1.72638888888889,4,728.02,"4"
13078,3.88472222222222,26,12627.94,"2"
13079,4.83125,5,220.1,"4"
13080,179.910416666667,1,58.08,"1"
13081,12.0805555555556,11,28337.38,"2"
13082,126.856944444444,9,3613.63,"4"
13083,4.90902777777778,2,303.75,"4"
13085,158.027083333333,2,416.08,"1"
13089,3.15833333333333,97,58762.08,"3"
13090,9.00763888888889,14,8910.82,"2"
13091,28.8722222222222,1,345.82,"4"
13092,71.0638888888889,5,477.83,"4"
13093,276.025,8,7832.47,"1"
13094,21.9465277777778,12,1927.32,"4"
13095,71.0326388888889,1,74.4,"4"
13097,33.0881944444444,10,6003.22,"4"
13098,1.94166666666667,28,28882.44,"2"
13099,99.7986111111111,1,207.36,"4"
13101,234.925694444444,1,101.19,"1"
13102,1.99861111111111,24,6424.09,"2"
13103,40.1333333333333,1,243.94,"4"
13104,3.98611111111111,6,1098.48,"4"
13106,133.901388888889,1,76.5,"4"
13107,44.9152777777778,4,1531.62,"4"
13108,373.09375,1,350.06,"1"
13109,60.1069444444444,2,786.54,"4"
13110,31.9305555555556,7,1488.67,"4"
13113,1.00069444444444,24,12245.96,"2"
13115,12.0083333333333,4,2294.78,"4"
13116,138.928472222222,1,501.14,"4"
13117,22.0333333333333,8,984.91,"4"
13118,20.0027777777778,5,1197.81,"4"
13120,239.104861111111,1,30.6,"1"
13121,269.835416666667,1,283.73,"1"
13122,94.8729166666667,2,922.39,"4"
13124,90.0034722222222,3,3756.33,"4"
13126,5.11805555555556,8,2099.64,"4"
13127,78.1,1,259.17,"4"
13130,94.8888888888889,1,64,"4"
13131,23.9784722222222,3,1073.3,"4"
13132,262.004166666667,1,77.3,"1"
13133,274.096527777778,2,109.8,"1"
13134,86.09375,4,1793.58,"4"
13135,197.081944444444,1,3096,"1"
13136,56.9645833333333,5,2607.61,"4"
13137,11.0284722222222,8,3603.29,"4"
13138,22.8326388888889,6,962.39,"4"
13139,16.9555555555556,7,5064.94,"4"
13140,108.886805555556,3,422.47,"4"
13141,85.1222222222222,5,2388.75,"4"
13142,19.8631944444444,1,307.09,"4"
13144,333.065972222222,1,110.95,"1"
13145,40.0034722222222,4,618.52,"4"
13146,26.8895833333333,1,228.91,"4"
13147,10.9520833333333,4,712.8,"4"
13148,29.89375,12,3683.26,"4"
13149,14.9868055555556,4,1676.06,"4"
13151,296.014583333333,1,1257.87,"1"
13153,6.025,1,486.22,"4"
13155,33.88125,4,971.76,"4"
13157,49.9583333333333,4,1741.22,"4"
13158,95.0361111111111,4,1201.06,"4"
13159,9.0625,4,1429.35,"4"
13160,22.9881944444444,1,91.8,"4"
13161,313.949305555556,1,112.75,"1"
13162,122.86875,4,1688.29,"4"
13165,46.90625,2,1021.48,"4"
13166,283.898611111111,1,417.2,"1"
13167,19.0180555555556,4,791.33,"4"
13168,36.9958333333333,4,1299.59,"4"
13169,64.0270833333333,2,712.88,"4"
13170,27.0215277777778,1,108.81,"4"
13171,22.0993055555556,3,468.41,"4"
13173,4.87430555555556,2,353.65,"4"
13174,16.9270833333333,3,2742.82,"4"
13176,46.8798611111111,1,481.49,"4"
13177,65.1208333333333,1,282.45,"4"
13178,26.8583333333333,11,5725.47,"4"
13182,45.9611111111111,1,121.18,"4"
13183,8.09722222222222,9,3957.78,"4"
13184,15.0333333333333,10,1668.95,"4"
13185,268.0375,1,71.4,"1"
13186,40.0486111111111,3,1575.89,"4"
13187,337.745138888889,1,236.02,"1"
13188,11.8902777777778,1,114.6,"4"
13189,19.0909722222222,2,260.68,"4"
13192,95.9423611111111,2,911.94,"4"
13193,61.9305555555556,1,112.08,"4"
13194,136.159027777778,1,60.7,"4"
13196,11.9555555555556,4,1797.78,"4"
13198,10.8979166666667,6,3401.24,"4"
13199,4.01388888888889,38,9817.12,"2"
13200,19.8854166666667,4,870.09,"4"
13203,10.0868055555556,4,869.46,"4"
13207,15.9152777777778,2,250.26,"4"
13208,59.1222222222222,6,1217.65,"4"
13209,30.9555555555556,8,5891.61,"4"
13210,94.1888888888889,1,353.48,"4"
13211,10.9215277777778,3,1095.42,"4"
13212,20.0069444444444,3,786.83,"4"
13213,57.0472222222222,5,1520.58,"4"
13216,268.022222222222,1,333.74,"1"
13217,122.8875,3,533.98,"4"
13218,127.827083333333,1,62.64,"4"
13220,78.9666666666667,4,819.29,"4"
13221,240.827777777778,2,847.41,"1"
13223,200.990972222222,2,163.2,"1"
13224,60.9131944444444,2,2155.95,"4"
13225,3.97291666666667,7,6463.84,"4"
13226,273.927083333333,1,108.21,"1"
13227,202.04375,1,257.7,"1"
13228,81.9319444444444,1,358,"4"
13229,226.029861111111,1,160.95,"1"
13230,4.86597222222222,14,2755.63,"4"
13232,13.0909722222222,7,1328.35,"4"
