"CustomerID","Recency","Frequency","Monetary"
12829,337.067361111111,2,293
12830,38.0388888888889,6,6814.64
12831,262.991666666667,1,215.05
12832,32.9722222222222,2,383.03
12833,145.961111111111,1,417.38
12834,283.125694444444,1,312.38
12836,59.9027777777778,4,2610.36
12837,173.863194444444,1,134.1
12838,34.0208333333333,2,671.95
12839,3.01180555555556,14,5591.42
12840,144.139583333333,4,2726.77
12841,5.06736111111111,25,3991.58
12842,70.8868055555556,2,1118.99
12843,66.0284722222222,8,1702.26
12844,29.9715277777778,2,325.96
12845,267.969444444444,4,354.09
12847,22.9819444444444,1,843.64
12849,31.9645833333333,2,1010.29
12851,97.00625,1,131.81
12852,295.16875,1,311.55
12853,135.05625,6,1957.1
12854,79.0243055555556,3,1316.25
12855,373.134027777778,1,38.1
12856,8.08194444444444,6,2170.78
12857,211.104166666667,2,1106.4
12863,52.9409722222222,1,521.2
12864,138.990972222222,1,147.12
12865,26.9298611111111,2,1568.23
12866,283.94375,1,559.12
12867,26.8888888888889,7,4009.34
12868,186.088888888889,6,1607.06
12871,84.9048611111111,2,380.64
12872,327.081944444444,2,599.97
12873,282.911111111111,1,374
12875,143.888888888889,2,343.23
12876,58.0166666666667,2,2218.02
12877,4.09722222222222,12,1535.77
12878,236.988194444444,2,854.99
12879,45.0180555555556,3,573.22
12881,276.045833333333,1,298
12882,9.85555555555556,2,1463.04
12883,25.1375,4,703.47
12884,88.9861111111111,1,309.05
12885,63.9652777777778,3,1175.22
12886,68.1118055555555,2,1378.4
12888,214.866666666667,2,354.12
12890,24.8083333333333,1,376.72
12891,186.013194444444,3,331
12893,31.0111111111111,1,176.55
12895,42.9576388888889,2,372.8
12897,205.025694444444,2,216.5
12901,9.11319444444444,28,17654.54
12902,265.030555555556,1,138.68
12904,18.9277777777778,2,496.06
12906,12.1215277777778,5,2919.81
12908,176.882638888889,2,750
12909,40.0048611111111,5,2178.67
12910,23.9319444444444,8,3075.04
12912,3.16319444444444,5,1662.3
12913,5.02708333333333,5,2483.63
12915,149.052777777778,2,363.65
12916,139.09375,4,2944.95
12917,128.838888888889,1,594
12919,8.96041666666667,6,1335.19
12920,17.90625,1,162.78
12921,9.85277777777778,37,16587.09
12922,161.885416666667,1,405.38
12923,64.8541666666667,1,172.82
12924,88.9548611111111,4,933.7
12925,5.06875,2,694.05
12928,35.9347222222222,5,2062.7
12929,312.029166666667,1,117.85
12930,78.8972222222222,2,415.8
12931,22.0076388888889,15,42055.96
12933,24.8416666666667,3,607.53
12935,2.80902777777778,7,2160.7
12936,17.8041666666667,4,1063.9
12937,15.90625,4,1504.27
12938,26.0618055555556,1,114.14
12939,64.9284722222222,8,11581.8
12940,55.0284722222222,2,899.69
12942,131.924305555556,3,675.6
12944,36.0736111111111,2,604.51
12945,288.940972222222,1,462.95
12947,144.113888888889,6,1603.99
12948,16.8194444444444,7,2064.95
12949,31.0590277777778,8,4167.22
12950,2.98125,3,1843
12951,9.025,6,1064.07
12952,6.09375,4,1387.79
12953,10.1430555555556,1,329.85
12955,1.84791666666667,11,4757.16
12956,306.8625,1,108.07
12957,10.1229166666667,8,4017.54
12962,7.87152777777778,2,266.39
12963,8.99652777777778,8,1856.63
12965,89.8881944444445,1,769.81
12966,10.0083333333333,1,160.18
12967,358.736111111111,2,1660.9
12968,112.879166666667,1,135.95
12970,7.93055555555556,4,405.47
12971,4.02083333333333,86,11189.91
12974,198.136805555556,1,144.8
12976,212.121527777778,1,738.6
12977,156.840277777778,1,39.24
12980,158.136111111111,9,7374.9
12981,30.0347222222222,2,372.22
12982,243.040972222222,1,390.54
12984,19.0090277777778,1,97.5
12985,1.08611111111111,2,1239.38
12987,74.0326388888889,2,558.7
12988,292.929861111111,1,505.82
12989,3.89027777777778,15,6924.11
12990,31.9923611111111,3,409.5
12991,23.8861111111111,2,503.76
12993,23.8756944444444,4,414.76
12994,4.87986111111111,3,974.42
12995,85.8791666666667,1,211.32
12997,22.8770833333333,4,1226.89
12999,196.976388888889,3,455.88
13000,107.088194444444,3,534.85
13001,4.91597222222222,13,9785.97
13002,318.897222222222,1,120.95
13003,106.083333333333,3,149.05
13004,12.0576388888889,18,5655.91
13005,174.08125,2,513.7
13006,56.9590277777778,1,81.57
13008,323.934722222222,1,229.47
13011,372.811111111111,1,50.55
13012,9.98958333333333,8,1646.84
13013,1.90902777777778,13,4810.94
13014,11.0159722222222,10,3466.28
13015,53.9798611111111,5,3339.64
13016,73.9458333333333,3,789.89
13017,7.87291666666667,1,204
13018,16.9736111111111,28,7277.7
13021,4.84236111111111,9,2616.38
13023,64.8493055555556,2,689.9
13026,1.82777777777778,5,975.36
13027,114.132638888889,6,6912
13028,23.0694444444444,2,661.32
13029,31.1506944444444,3,1247.5
13030,11.9305555555556,2,752.44
13032,52.8722222222222,2,1010.18
13033,357.935416666667,1,190.55
13034,55.0201388888889,2,642.77
13035,74.1618055555556,2,921.88
13037,138.877777777778,3,881.07
13038,80.9256944444444,3,908.46
13040,9.09166666666667,2,676.99
13043,273.915277777778,1,516.42
13044,291.895833333333,1,560.47
13045,99.9069444444444,1,305.28
13046,31.1763888888889,2,629.31
13047,32.0305555555556,10,3237.54
13048,14.9770833333333,4,1819.41
13049,64.8881944444445,2,656.68
13050,15.1472222222222,17,5836.86
13052,212.943055555556,1,348.15
13055,78.9333333333333,3,1214.41
13058,25.0048611111111,3,271.4
13059,250.090277777778,1,183.4
13060,254.050694444444,1,307.53
13061,72.8652777777778,1,248.61
13062,191.901388888889,1,346.98
13064,13.0131944444444,4,1105.59
13065,373.831944444444,1,205.86
13066,24.9951388888889,2,470.8
13067,82.9666666666667,1,115.46
13068,10.9097222222222,2,344
13069,1.17430555555556,24,4431.44
13070,192.961805555556,1,228.8
13072,267.193055555556,1,177.15
13075,130.104861111111,1,919.61
13077,1.72638888888889,4,728.02
13078,3.88472222222222,26,12627.94
13079,4.83125,5,220.1
13080,179.910416666667,1,58.08
13081,12.0805555555556,11,28337.38
13082,126.856944444444,9,3613.63
13083,4.90902777777778,2,303.75
13085,158.027083333333,2,416.08
13089,3.15833333333333,97,58762.08
13090,9.00763888888889,14,8910.82
13091,28.8722222222222,1,345.82
13092,71.0638888888889,5,477.83
13093,276.025,8,7832.47
13094,21.9465277777778,12,1927.32
13095,71.0326388888889,1,74.4
13097,33.0881944444444,10,6003.22
13098,1.94166666666667,28,28882.44
13099,99.7986111111111,1,207.36
13101,234.925694444444,1,101.19
13102,1.99861111111111,24,6424.09
13103,40.1333333333333,1,243.94
13104,3.98611111111111,6,1098.48
13106,133.901388888889,1,76.5
13107,44.9152777777778,4,1531.62
13108,373.09375,1,350.06
13109,60.1069444444444,2,786.54
13110,31.9305555555556,7,1488.67
13113,1.00069444444444,24,12245.96
13115,12.0083333333333,4,2294.78
13116,138.928472222222,1,501.14
13117,22.0333333333333,8,984.91
13118,20.0027777777778,5,1197.81
13120,239.104861111111,1,30.6
13121,269.835416666667,1,283.73
13122,94.8729166666667,2,922.39
13124,90.0034722222222,3,3756.33
13126,5.11805555555556,8,2099.64
13127,78.1,1,259.17
13130,94.8888888888889,1,64
13131,23.9784722222222,3,1073.3
13132,262.004166666667,1,77.3
13133,274.096527777778,2,109.8
13134,86.09375,4,1793.58
13135,197.081944444444,1,3096
13136,56.9645833333333,5,2607.61
13137,11.0284722222222,8,3603.29
13138,22.8326388888889,6,962.39
13139,16.9555555555556,7,5064.94
13140,108.886805555556,3,422.47
13141,85.1222222222222,5,2388.75
13142,19.8631944444444,1,307.09
13144,333.065972222222,1,110.95
13145,40.0034722222222,4,618.52
13146,26.8895833333333,1,228.91
13147,10.9520833333333,4,712.8
13148,29.89375,12,3683.26
13149,14.9868055555556,4,1676.06
13151,296.014583333333,1,1257.87
13153,6.025,1,486.22
13155,33.88125,4,971.76
13157,49.9583333333333,4,1741.22
13158,95.0361111111111,4,1201.06
13159,9.0625,4,1429.35
13160,22.9881944444444,1,91.8
13161,313.949305555556,1,112.75
13162,122.86875,4,1688.29
13165,46.90625,2,1021.48
13166,283.898611111111,1,417.2
13167,19.0180555555556,4,791.33
13168,36.9958333333333,4,1299.59
13169,64.0270833333333,2,712.88
13170,27.0215277777778,1,108.81
13171,22.0993055555556,3,468.41
13173,4.87430555555556,2,353.65
13174,16.9270833333333,3,2742.82
13176,46.8798611111111,1,481.49
13177,65.1208333333333,1,282.45
13178,26.8583333333333,11,5725.47
13182,45.9611111111111,1,121.18
13183,8.09722222222222,9,3957.78
13184,15.0333333333333,10,1668.95
13185,268.0375,1,71.4
13186,40.0486111111111,3,1575.89
13187,337.745138888889,1,236.02
13188,11.8902777777778,1,114.6
13189,19.0909722222222,2,260.68
13192,95.9423611111111,2,911.94
13193,61.9305555555556,1,112.08
13194,136.159027777778,1,60.7
13196,11.9555555555556,4,1797.78
13198,10.8979166666667,6,3401.24
13199,4.01388888888889,38,9817.12
13200,19.8854166666667,4,870.09
13203,10.0868055555556,4,869.46
13207,15.9152777777778,2,250.26
13208,59.1222222222222,6,1217.65
13209,30.9555555555556,8,5891.61
13210,94.1888888888889,1,353.48
13211,10.9215277777778,3,1095.42
13212,20.0069444444444,3,786.83
13213,57.0472222222222,5,1520.58
13216,268.022222222222,1,333.74
13217,122.8875,3,533.98
13218,127.827083333333,1,62.64
13220,78.9666666666667,4,819.29
13221,240.827777777778,2,847.41
13223,200.990972222222,2,163.2
13224,60.9131944444444,2,2155.95
13225,3.97291666666667,7,6463.84
13226,273.927083333333,1,108.21
13227,202.04375,1,257.7
13228,81.9319444444444,1,358
13229,226.029861111111,1,160.95
13230,4.86597222222222,14,2755.63
13232,13.0909722222222,7,1328.35
13233,74.9756944444444,2,605.12
13235,212.817361111111,1,1031.07
13236,25,2,744.85
13238,17.8840277777778,4,700.73
13239,262.100694444444,1,329.56
13240,96.9458333333333,4,663.65
13242,112.997916666667,3,270.4
13243,203.983333333333,1,585.12
13244,93.0444444444445,1,121.74
13245,51.0486111111111,1,430.5
13246,18.8333333333333,6,1961.52
13247,18.0770833333333,4,501.12
13248,125.006944444444,2,465.68
13249,92.975,3,711.41
13253,157.111805555556,2,1030.4
13255,9.98333333333333,2,399.51
13258,12.1381944444444,3,672.83
13259,62.0847222222222,1,283.18
13260,61.9784722222222,1,557.62
13261,269.019444444444,2,944.1
13262,263.905555555556,1,200.29
13263,1.95208333333333,35,7436.93
13265,53.9083333333333,5,2092.66
13266,11.9243055555556,12,3834.26
13267,3.06805555555556,19,4521.49
13268,18.0409722222222,11,3174.75
13269,1.91458333333333,15,5343.28
13270,366.914583333333,1,590
13271,37.9298611111111,1,211.49
13272,31.9513888888889,2,276.56
13273,113.95,1,138.98
13276,64.0041666666667,2,590.93
13277,16.1451388888889,4,258.4
13278,41.0423611111111,1,542.73
13279,78.8097222222222,1,137.75
13280,122.983333333333,3,798.46
13282,18.8868055555556,3,1132.14
13283,60.125,2,93.66
13284,331.14375,1,201.19
13285,23.9798611111111,4,2709.12
13291,156.093055555556,1,361.11
13292,39.1152777777778,2,578.94
13294,190.163888888889,2,873.74
13295,360.061805555556,1,201.2
13296,137.961111111111,1,87.4
13297,8.1375,4,2089.85
13298,1.98541666666667,1,360
13299,268.996527777778,1,142.5
13300,169.986805555556,1,371.89
13301,104.059027777778,4,618.09
13302,155.7875,1,63.75
13304,351.927083333333,1,300.42
13305,4.89930555555556,10,2000.86
13307,120.816666666667,1,15
13308,23.1381944444444,3,1385.51
13309,7.84444444444444,5,1456.79
13310,28.8104166666667,3,1132.03
13311,4.99652777777778,2,598.57
13313,22.8347222222222,5,1555.32
13314,2.01458333333333,3,775.94
13316,37.9652777777778,4,5732.93
13317,66.96875,6,2273.68
13318,1.74930555555556,3,640.76
13319,5.96944444444444,26,10845.55
13320,78.7798611111111,4,1532.2
13321,72.8930555555555,2,567.36
13322,17.9368055555556,1,199.48
13323,3.81805555555556,5,787.85
13324,36.8486111111111,10,7121.95
13325,82.0930555555556,1,675.3
13327,39.1034722222222,8,3627.77
13328,316.894444444444,1,1308.48
13329,32.0979166666667,2,789
13330,93.0159722222222,3,1140.93
13332,14.9722222222222,1,350.9
13334,82.8951388888889,3,3502.32
13336,77.9479166666667,1,795.12
13338,158.155555555556,1,487.02
13339,201.179861111111,1,860.12
13340,45.9826388888889,7,10736.48
13341,261.125,1,775.85
13343,178.018055555556,1,353.43
13344,68.1284722222222,3,2511.69
13345,288.159027777778,1,389.5
13347,70.9736111111111,1,341.36
13348,64.8069444444444,1,233.76
13349,11.1965277777778,1,247.32
13350,16.8451388888889,2,979.12
13351,66.9965277777778,1,373.94
13352,60.9548611111111,1,397.98
13354,71.98125,1,743.53
13355,122.918055555556,1,674.7
13356,80.9284722222222,1,768.24
13357,257.954166666667,1,609.4
13358,269.040277777778,1,439.03
13359,64.1388888888889,1,439.56
13362,9.92291666666667,4,3090.74
13363,18.0069444444444,2,992.5
13364,71.7756944444444,1,134.96
13365,34.0097222222222,2,2225.37
13366,50.9673611111111,1,56.16
13368,257.11875,2,623.4
13369,366.055555555556,1,308.28
13370,372.1,1,754.87
13372,90.0027777777778,1,378.64
13373,61.0826388888889,3,3312.25
13375,89.1048611111111,1,778.65
13376,99.8569444444445,3,1019.76
13379,26.9618055555556,3,572.56
13381,32.0361111111111,6,3639.31
13382,281.115972222222,1,222.99
13384,31.0736111111111,7,4151.93
13385,330.123611111111,1,534.57
13388,131.998611111111,2,677.1
13389,11.9506944444444,3,797.96
13390,75.175,1,544.08
13391,204.083333333333,1,59.8
13394,2.05138888888889,8,2520.02
13395,185.906944444444,1,307.72
13396,29.8270833333333,2,1360.99
13397,73.0791666666667,5,1544.13
13398,192.98125,1,457.34
13402,127.874305555556,2,621.23
13403,18.1819444444444,1,75
13404,1.88402777777778,2,252.49
13405,74.8256944444445,3,572.451
13408,2.15625,62,28117.04
13410,24.8868055555556,5,1003.06
13411,107.953472222222,1,213.55
13414,134.045138888889,3,1390.5
13416,44.1625,2,712.5
13417,5.16736111111111,2,640.83
13418,12.1020833333333,18,6127.43
13419,64.0006944444444,1,221.06
13420,150.168055555556,2,159.85
13421,40.9368055555556,2,1833.71
13422,64.9638888888889,1,2626.3
13425,108.817361111111,3,1624.21
13426,1.16041666666667,10,3641.32
13427,19.9916666666667,3,582.6
13428,10.9375,1,201.78
13429,11.1527777777778,4,1006.8
13430,19.1881944444444,2,679.45
13431,67.9590277777778,2,1269.1
13434,74.9305555555556,2,534.24
13435,5.92013888888889,7,3809.89
13436,2.09513888888889,1,196.89
13437,14.9513888888889,7,3408.06
13439,255.9375,1,283.71
13441,92.1333333333333,1,296.64
13447,23.9666666666667,3,1129.14
13448,17.0118055555556,6,3534.69
13449,24.1819444444444,1,291.88
13450,27.0388888888889,6,2043.72
13451,26.8694444444444,5,2898.26
13452,259.938194444444,2,590
13453,166.136111111111,2,356.98
13455,25.0618055555556,2,1058.34
13456,18.1472222222222,6,1766.72
13458,7.88958333333333,14,9646.57
13460,29.8145833333333,2,183.44
13461,39.1590277777778,3,1445
